emp_no,first_name,gender,salary,to_date
16383,Lidong,F,55977,9999-01-01
16388,Subhankar,M,40000,9999-01-01
16229,Ronnie,F,40000,9999-01-01
16397,Shimshon,F,66757,9999-01-01
16398,Limsoon,M,71254,9999-01-01
16399,Apostol,F,59384,9999-01-01
16230,Ung,M,40000,9999-01-01
16404,Rafols,M,45689,9999-01-01
16233,Sushant,M,54684,9999-01-01
16412,Moss,F,66524,9999-01-01
16234,Jacopo,F,40000,9999-01-01
16425,Idoia,M,53045,9999-01-01
16246,Makato,M,40000,9999-01-01
16438,Abdulla,M,52449,9999-01-01
16446,Jouko,M,94600,9999-01-01
16447,Zhiguo,F,40000,9999-01-01
16448,Tsvetan,M,76979,9999-01-01
16252,Carrsten,F,64982,9999-01-01
16453,Goncalo,M,47433,9999-01-01
16266,Mikhail,M,57642,9999-01-01
16471,Bogdan,M,44976,9999-01-01
16272,Shuho,M,40000,9999-01-01
16274,Sadun,M,65521,9999-01-01
16479,Jixiang,M,62446,9999-01-01
16486,Sanjay,M,57496,9999-01-01
16487,Arunas,M,73302,9999-01-01
16490,Muzhong,M,85462,9999-01-01
16491,Emdad,M,40000,9999-01-01
16504,Mong,F,40000,9999-01-01
16510,Mototsugu,M,40000,9999-01-01
16537,Weidon,M,40000,9999-01-01
16539,Gretta,M,40000,9999-01-01
16546,Sangeeta,M,47819,9999-01-01
16549,Olivera,M,60531,9999-01-01
16551,Sadegh,M,82980,9999-01-01
16556,Mostafa,M,53954,9999-01-01
16567,Hein,M,40000,9999-01-01
16570,Uta,F,46162,9999-01-01
16580,Masaru,F,40000,9999-01-01
16607,Vishwani,F,54558,9999-01-01
16619,Arvind,F,40000,9999-01-01
16851,Leon,M,51771,9999-01-01
16657,Yongdong,M,63463,9999-01-01
16658,Florian,M,50917,9999-01-01
16672,Georgi,M,55265,9999-01-01
16674,Duke,M,40000,9999-01-01
16679,Domenick,F,40000,9999-01-01
16852,Yefim,F,48864,9999-01-01
16683,Hatem,F,60120,9999-01-01
16862,JiYoung,M,40000,9999-01-01
16716,Ramachenga,F,54270,9999-01-01
16719,Sasan,M,40000,9999-01-01
16723,Mohd,F,56932,9999-01-01
16864,Candido,M,50361,9999-01-01
16729,Kirk,M,51318,9999-01-01
16731,Domenico,M,48868,9999-01-01
16869,Yakkov,M,40000,9999-01-01
16871,Munir,M,55303,9999-01-01
16759,Vojin,M,40000,9999-01-01
16875,Nikolaos,M,40000,9999-01-01
16880,Honesty,M,40000,9999-01-01
16897,Charlene,M,57244,9999-01-01
16799,Shigeichiro,M,54405,9999-01-01
16801,Gila,M,48932,9999-01-01
16803,Ziva,M,50968,9999-01-01
16806,Sreekrishna,M,72405,9999-01-01
16808,Kiyokazu,M,87215,9999-01-01
16910,Kazunori,M,57230,9999-01-01
16919,Tesuya,F,40184,9999-01-01
16921,Evgueni,M,71025,9999-01-01
16954,Akhilish,M,47943,9999-01-01
17041,Nishit,F,40492,9999-01-01
17046,Fay,F,44955,9999-01-01
17048,Christoph,M,46913,9999-01-01
17055,Marin,M,46654,9999-01-01
17063,Anoosh,M,91391,9999-01-01
17066,Heping,M,59260,9999-01-01
17068,Bodh,F,40000,9999-01-01
17072,Richara,M,40000,9999-01-01
17076,Gudjon,M,60092,9999-01-01
17078,Gill,M,44442,9999-01-01
17081,Weiru,F,40846,9999-01-01
16955,Sangeeta,M,74715,9999-01-01
17089,Rafail,F,67779,9999-01-01
16969,Sanjit,F,49377,9999-01-01
17098,Xuedong,F,40000,9999-01-01
17101,Sandeepan,M,40173,9999-01-01
17102,Radhika,F,89793,9999-01-01
17103,Takahiro,M,48187,9999-01-01
16986,Hirochika,M,61653,9999-01-01
17120,Yifei,M,40000,9999-01-01
17125,Akhilish,M,40000,9999-01-01
17126,Matk,F,40000,9999-01-01
17143,Ziyad,M,40000,9999-01-01
17146,Aemilian,F,65674,9999-01-01
17158,Danai,F,48426,9999-01-01
17159,Quingbo,F,56346,9999-01-01
17160,Shay,F,49824,9999-01-01
17163,Yurii,M,47086,9999-01-01
17199,Vasilis,M,40000,9999-01-01
17215,Junichi,M,47977,9999-01-01
17220,Lorien,F,45404,9999-01-01
17222,Leen,M,54882,9999-01-01
17235,Ronnie,M,40000,9999-01-01
17236,Matk,F,75541,9999-01-01
17245,Neven,F,81426,9999-01-01
16988,Xiong,M,47878,9999-01-01
16993,Hongzue,M,57751,9999-01-01
17260,Abdulah,F,40000,9999-01-01
16999,Bezalel,F,40000,9999-01-01
17277,Arnd,M,40000,9999-01-01
17280,Xuejia,F,69670,9999-01-01
17012,Valdiodio,M,40000,9999-01-01
17285,Mario,F,55174,9999-01-01
17294,Shrikanth,M,43785,9999-01-01
17018,Berhard,F,40000,9999-01-01
17326,Arumugam,F,40000,9999-01-01
17327,Yongmin,M,50152,9999-01-01
17024,Ewing,F,58181,9999-01-01
17329,Shaunak,M,58239,9999-01-01
17336,Shigenori,M,71761,9999-01-01
17339,Fan,F,58306,9999-01-01
17340,Yurii,M,65863,9999-01-01
17352,Muneo,M,71029,9999-01-01
17412,Leni,F,43480,9999-01-01
17355,Mingzeng,F,40000,9999-01-01
17384,Youngkon,M,55693,9999-01-01
17387,Shir,F,49554,9999-01-01
17396,Valeri,F,40000,9999-01-01
17397,Kenroku,F,40000,9999-01-01
17436,Chirstian,M,79815,9999-01-01
17586,Lein,F,40000,9999-01-01
17448,Makato,F,40728,9999-01-01
17468,Abdelghani,F,59122,9999-01-01
17629,Mostafa,M,70592,9999-01-01
17470,Genevieve,M,60901,9999-01-01
17647,Vasilis,F,75896,9999-01-01
17472,Murthy,M,40000,9999-01-01
17657,Thanasis,M,43935,9999-01-01
17487,Gully,F,40000,9999-01-01
17674,Adib,M,43044,9999-01-01
17677,Mingdong,F,40000,9999-01-01
17683,Bernt,F,54891,9999-01-01
17688,Faiza,F,45880,9999-01-01
17696,Feiyu,F,40000,9999-01-01
17699,Radhia,F,48618,9999-01-01
17704,Vatsa,F,40000,9999-01-01
17705,Toshimo,M,50346,9999-01-01
17711,Owen,F,49277,9999-01-01
17716,Josyula,M,40000,9999-01-01
17489,Karlis,M,48368,9999-01-01
17728,Tsuneo,M,57162,9999-01-01
17500,Jinya,M,44825,9999-01-01
17742,Tru,M,52300,9999-01-01
17745,Hatem,M,40000,9999-01-01
17505,Gunilla,F,63455,9999-01-01
17512,Frederique,F,40000,9999-01-01
17778,Chirstian,M,40000,9999-01-01
17520,Shahab,F,40000,9999-01-01
17791,Matt,F,46451,9999-01-01
17798,Guangming,M,83096,9999-01-01
17539,Cathie,F,60576,9999-01-01
17807,Jianhua,M,40000,9999-01-01
17815,Shuji,M,40000,9999-01-01
17816,Toshimo,M,74497,9999-01-01
17834,Zhilian,M,40000,9999-01-01
17840,Tonny,M,66948,9999-01-01
17841,Hilary,F,40000,9999-01-01
17849,Mandell,F,40000,9999-01-01
17544,Kien,M,53927,9999-01-01
17552,Pradeep,F,45663,9999-01-01
17869,Xiaocheng,F,40000,9999-01-01
17871,Ebbe,M,48561,9999-01-01
17556,Makato,F,67047,9999-01-01
17874,Rutger,M,75424,9999-01-01
17559,Annemarie,M,53573,9999-01-01
17891,Isaac,M,44505,9999-01-01
17900,Sakthirel,M,40000,9999-01-01
17907,Kotesh,M,69291,9999-01-01
17573,Berthier,M,77659,9999-01-01
17916,Sukumar,M,65572,9999-01-01
17925,Adamantios,F,47958,9999-01-01
17576,Behnaam,M,40000,9999-01-01
17582,Kauko,M,44397,9999-01-01
17584,Emdad,F,40000,9999-01-01
18155,Dayanand,M,40000,9999-01-01
17973,Sanjit,M,51947,9999-01-01
17986,Oguz,M,77587,9999-01-01
18181,Gregory,F,50366,9999-01-01
17995,Oldrich,F,40000,9999-01-01
18006,Vidya,F,108512,9999-01-01
18013,Jiong,F,40000,9999-01-01
18208,Demin,M,70916,9999-01-01
18016,Somnath,M,50136,9999-01-01
18018,Sasan,M,70282,9999-01-01
18020,Adhemar,F,40000,9999-01-01
18030,Jasminko,F,55277,9999-01-01
18210,Mabo,M,40000,9999-01-01
18212,Constantino,F,40000,9999-01-01
18065,Chriss,M,52601,9999-01-01
18223,Gully,M,48598,9999-01-01
18075,Lein,M,44780,9999-01-01
18080,Satyanarayana,F,40000,9999-01-01
18237,Limsoon,M,40592,9999-01-01
18099,Kazuhiko,M,48187,9999-01-01
18108,Sanjai,M,76712,9999-01-01
18242,Shichao,F,62461,9999-01-01
18123,Kristinn,M,40000,9999-01-01
18251,Alair,M,58297,9999-01-01
18130,Claudi,M,40000,9999-01-01
18134,Ult,M,70424,9999-01-01
18138,Moni,M,62786,9999-01-01
18261,Shridhar,M,40000,9999-01-01
18274,Yefim,F,63753,9999-01-01
18333,Munehiro,M,40520,9999-01-01
18297,Guther,M,56421,9999-01-01
18375,Gian,M,41562,9999-01-01
18376,Wayne,M,50047,9999-01-01
18382,Remko,F,57540,9999-01-01
18310,Ioana,F,41095,9999-01-01
18393,Wuxu,M,40205,9999-01-01
18401,Vidya,M,59818,9999-01-01
18402,Bernice,F,45396,9999-01-01
18316,Hongzue,F,54186,9999-01-01
18322,Tonia,M,40000,9999-01-01
18427,Kiyomitsu,F,65998,9999-01-01
18438,Chiradeep,M,41898,9999-01-01
18323,Oddvar,F,40000,9999-01-01
18443,Florina,M,69107,9999-01-01
18511,Pascal,M,40000,9999-01-01
18448,Rosine,M,44353,9999-01-01
18450,Takahito,M,59963,9999-01-01
18454,Eric,M,64815,9999-01-01
18459,Shuzo,F,40000,9999-01-01
18468,Kirk,F,40000,9999-01-01
18532,Joydip,M,52115,9999-01-01
18478,Mitsuyuki,M,40000,9999-01-01
18542,Tiina,M,48606,9999-01-01
18503,Mechthild,M,66668,9999-01-01
18547,Gladys,M,40000,9999-01-01
18571,Xinglin,M,70621,9999-01-01
18701,Mori,F,58282,9999-01-01
18706,Debaprosad,M,47897,9999-01-01
18573,Zongyan,F,88101,9999-01-01
18725,Cullen,F,48904,9999-01-01
18580,Mabo,M,40000,9999-01-01
18728,Tzvetan,F,42857,9999-01-01
18581,Mitsuyuki,F,99867,9999-01-01
18663,Rafols,F,62505,9999-01-01
18770,Fei,M,55686,9999-01-01
18771,Domenick,F,51637,9999-01-01
18775,Shay,M,62152,9999-01-01
18784,Pohua,F,48213,9999-01-01
18786,Guozhong,M,40000,9999-01-01
18789,Reinhold,F,61935,9999-01-01
18790,Florina,F,41481,9999-01-01
18799,Kshitij,M,42095,9999-01-01
18806,Akhilish,M,59955,9999-01-01
18809,Laurentiu,M,63500,9999-01-01
18811,Cheong,F,59977,9999-01-01
18817,Kristin,M,40000,9999-01-01
18833,Roded,M,46611,9999-01-01
18835,Uwe,M,40000,9999-01-01
18866,Fumiyo,M,56470,9999-01-01
18888,Sajjan,F,40562,9999-01-01
18890,Pasqua,F,43372,9999-01-01
18919,Remco,F,63564,9999-01-01
18921,Maren,M,73112,9999-01-01
18927,Muneo,M,40000,9999-01-01
18933,Barun,F,47862,9999-01-01
18943,Anneli,F,54916,9999-01-01
18946,Gio,M,40000,9999-01-01
18955,Ziya,F,60604,9999-01-01
18664,Itzchak,F,55929,9999-01-01
18666,Hitofumi,M,69504,9999-01-01
18671,Shan,M,55188,9999-01-01
18979,Girolamo,M,76060,9999-01-01
18980,Weiye,F,56699,9999-01-01
18986,Pintsang,M,55714,9999-01-01
18989,Goh,M,53559,9999-01-01
18673,Ohad,M,40000,9999-01-01
18994,Leszek,M,69135,9999-01-01
18679,Roded,F,80953,9999-01-01
19006,Martina,F,40000,9999-01-01
19012,Gal,M,56894,9999-01-01
19014,Jiafu,F,49781,9999-01-01
19076,Hein,M,40000,9999-01-01
19027,Ferdinand,M,46182,9999-01-01
19029,Khosrow,M,40000,9999-01-01
19031,Rosella,F,86266,9999-01-01
19035,Fuqing,F,45728,9999-01-01
19036,Sampalli,M,61331,9999-01-01
19037,Lucien,M,40000,9999-01-01
19042,Rosita,F,40000,9999-01-01
19048,Nikolaus,F,64540,9999-01-01
19049,Breannda,M,40000,9999-01-01
19051,Marek,M,70956,9999-01-01
19089,Badri,M,64741,9999-01-01
19256,Rosita,M,40000,9999-01-01
19109,Jenwei,M,46911,9999-01-01
19259,Anoosh,F,47060,9999-01-01
19268,Adit,M,40000,9999-01-01
19114,Jayson,F,71920,9999-01-01
19294,IEEE,M,40000,9999-01-01
19310,Bouchung,M,55989,9999-01-01
19120,Giri,F,49416,9999-01-01
19318,Xianlong,F,55717,9999-01-01
19129,Bowen,F,40000,9999-01-01
19328,Yannik,F,40000,9999-01-01
19329,Alair,F,48046,9999-01-01
19332,Changho,F,66487,9999-01-01
19333,Sanjeeva,F,44724,9999-01-01
19335,Susanta,F,40000,9999-01-01
19134,Seongbin,M,89672,9999-01-01
19147,Chaitali,M,76197,9999-01-01
19353,Mayumi,M,58474,9999-01-01
19356,Masato,F,51642,9999-01-01
19151,Jeanne,M,40000,9999-01-01
19154,Inderjeet,M,40000,9999-01-01
19381,Xiahua,F,82438,9999-01-01
19160,Tetsurou,F,72108,9999-01-01
19393,Boaz,F,52070,9999-01-01
19394,Charmane,M,70830,9999-01-01
19397,Arnd,F,46492,9999-01-01
19162,Chinho,M,40000,9999-01-01
19406,Sakthirel,F,49576,9999-01-01
19192,Yinlin,M,56767,9999-01-01
19419,Palash,F,52164,9999-01-01
19422,Florian,F,48435,9999-01-01
19425,Xuejia,M,53627,9999-01-01
19201,Arto,M,85848,9999-01-01
19205,Moto,F,93690,9999-01-01
19206,Wanqing,F,71889,9999-01-01
19453,Baoqiu,M,40000,9999-01-01
19454,Taisook,F,40000,9999-01-01
19209,Berhard,M,40000,9999-01-01
19467,Mitchel,M,40000,9999-01-01
19244,Guenter,M,51173,9999-01-01
19487,Huiqun,M,64256,9999-01-01
19488,Maris,M,45504,9999-01-01
19493,Caolyn,F,59120,9999-01-01
19501,Kokou,M,72030,9999-01-01
19503,Jaana,M,43939,9999-01-01
19511,Jamaludin,F,69281,9999-01-01
19515,Keiichiro,F,79297,9999-01-01
19518,Genta,F,48762,9999-01-01
19249,Saniya,M,40000,9999-01-01
19621,Radhakrishnan,M,40000,9999-01-01
19543,Chaitali,M,55814,9999-01-01
19546,Kwan,M,40000,9999-01-01
19624,Younwoo,F,49259,9999-01-01
19565,Zito,M,40000,9999-01-01
19629,Stepehn,M,81751,9999-01-01
19580,Stein,M,82037,9999-01-01
19583,Edwin,M,64800,9999-01-01
19586,Hirochika,F,40000,9999-01-01
19633,Tayeb,F,40000,9999-01-01
19602,Sandeepan,M,51525,9999-01-01
19634,Phuoc,F,50862,9999-01-01
19612,Chenxi,M,83131,9999-01-01
19637,Dipayan,M,45831,9999-01-01
19616,Niranjan,M,45859,9999-01-01
19617,Mircea,M,43394,9999-01-01
19639,Sibyl,M,40000,9999-01-01
19640,Tonny,M,71369,9999-01-01
19644,Jackson,M,53423,9999-01-01
19653,Gay,M,40000,9999-01-01
19814,Subhrajyoti,F,40000,9999-01-01
19661,Sangeeta,F,40000,9999-01-01
19826,Fox,M,53382,9999-01-01
19828,Dannz,M,48504,9999-01-01
19663,Sverrir,M,74026,9999-01-01
19839,Tadahiro,F,40424,9999-01-01
19665,Khalid,F,63601,9999-01-01
19841,Adil,M,49999,9999-01-01
19843,Mohamadou,M,84534,9999-01-01
19667,Munenori,F,52876,9999-01-01
19849,Weicheng,M,69889,9999-01-01
19669,Shem,F,68024,9999-01-01
19674,Mart,F,40000,9999-01-01
19874,Xuejia,M,98732,9999-01-01
19882,Thanasis,F,40000,9999-01-01
19675,Isamu,M,90306,9999-01-01
19678,Xiping,M,40000,9999-01-01
19901,Tsvetan,F,40000,9999-01-01
19708,Ortrud,M,49169,9999-01-01
19904,Mototsugu,F,44347,9999-01-01
19933,Taizo,F,42732,9999-01-01
19709,Xiaopeng,M,62904,9999-01-01
19940,Reinhard,M,50833,9999-01-01
19943,Shimshon,F,57412,9999-01-01
19946,Owen,M,54941,9999-01-01
19950,Jaroslava,M,40000,9999-01-01
19712,Kristine,M,40000,9999-01-01
19955,IEEE,M,65157,9999-01-01
19720,Kwangyoen,M,40000,9999-01-01
19975,Mabry,M,40000,9999-01-01
19723,Xuejun,F,54056,9999-01-01
19982,Khatoun,F,40000,9999-01-01
19984,Zhonghui,M,63176,9999-01-01
19724,Visit,F,69399,9999-01-01
19728,Candido,F,78721,9999-01-01
19737,Harngdar,F,86017,9999-01-01
19996,Berni,M,56085,9999-01-01
19738,Giri,M,74083,9999-01-01
20006,Geoff,F,60279,9999-01-01
19744,Aleksander,F,59739,9999-01-01
20013,Jaewoo,F,40000,9999-01-01
20022,Felicidad,M,43670,9999-01-01
20024,Martine,M,62352,9999-01-01
20037,Tse,M,40000,9999-01-01
20039,Udo,F,60465,9999-01-01
20042,Margareta,F,75326,9999-01-01
20043,Chikara,M,53571,9999-01-01
20055,Hairong,M,40000,9999-01-01
20059,Pranay,M,40000,9999-01-01
20060,Chrisa,F,40000,9999-01-01
20063,Guttorm,F,52629,9999-01-01
20065,Mana,F,51604,9999-01-01
20068,Masali,M,40000,9999-01-01
20069,Guenter,F,40000,9999-01-01
20075,Mikhail,F,43803,9999-01-01
20091,Janalee,M,40000,9999-01-01
20117,Yoshimitsu,M,56609,9999-01-01
20119,Josyula,M,51975,9999-01-01
20121,Oldrich,M,42115,9999-01-01
20148,Ibibia,M,76785,9999-01-01
19758,Rildo,M,40000,9999-01-01
20159,Isamu,F,41110,9999-01-01
20169,Gil,M,55381,9999-01-01
20170,Emdad,M,85953,9999-01-01
20171,Kazuhira,M,57586,9999-01-01
19766,Saeed,F,52681,9999-01-01
19771,Aral,F,89448,9999-01-01
19777,Halsur,M,63089,9999-01-01
19791,Kankanahalli,M,45827,9999-01-01
20181,Thodoros,M,87295,9999-01-01
20186,Jianhua,M,57321,9999-01-01
20189,Mark,M,40797,9999-01-01
19804,Tamiya,M,53435,9999-01-01
20218,Ioana,M,40000,9999-01-01
20222,Baziley,M,48534,9999-01-01
20367,Bernt,M,40000,9999-01-01
20245,Halsur,F,53786,9999-01-01
20251,Cristinel,M,40000,9999-01-01
20259,Yannik,F,48386,9999-01-01
20265,Amalendu,M,53518,9999-01-01
20266,Ekawit,M,85168,9999-01-01
20368,Denis,F,40000,9999-01-01
20392,Terresa,M,56391,9999-01-01
20284,Monique,F,40000,9999-01-01
20305,Gou,F,106332,9999-01-01
20316,Kellie,M,40000,9999-01-01
20402,Szabolcs,M,42237,9999-01-01
20325,Katsuyuki,M,69040,9999-01-01
20334,Miquel,F,42423,9999-01-01
20403,Rildo,M,40000,9999-01-01
20336,Magy,F,73502,9999-01-01
20339,Masami,F,40000,9999-01-01
20407,Pranas,F,53687,9999-01-01
20346,Jeong,M,40000,9999-01-01
20408,Debatosh,M,40000,9999-01-01
20358,Arve,M,64948,9999-01-01
20425,True,F,40000,9999-01-01
20435,Oguz,M,71488,9999-01-01
20548,Edwin,M,47132,9999-01-01
20436,Rasiah,M,69600,9999-01-01
20550,Koichi,M,40000,9999-01-01
20450,Abdelwaheb,M,41934,9999-01-01
20558,Toong,M,40000,9999-01-01
20585,Bernd,M,70715,9999-01-01
20454,Nidapan,M,40000,9999-01-01
20586,Akeel,F,67653,9999-01-01
20456,Sigeru,F,46657,9999-01-01
20602,Martins,M,53455,9999-01-01
20489,Boguslaw,M,47269,9999-01-01
20606,Marjo,F,40000,9999-01-01
20621,Arumugam,F,66479,9999-01-01
20624,Xiong,M,42597,9999-01-01
20625,Uno,F,40000,9999-01-01
20626,Hercules,F,40000,9999-01-01
20631,Masaki,M,40000,9999-01-01
20635,Fumino,F,52035,9999-01-01
20636,Hsiangchu,F,40000,9999-01-01
20490,Soenke,M,40410,9999-01-01
20651,Alexius,M,49811,9999-01-01
20494,Lucien,M,82543,9999-01-01
20666,Shushma,M,40000,9999-01-01
20498,Suvo,M,40000,9999-01-01
20674,Maria,M,54297,9999-01-01
20528,Dines,F,54377,9999-01-01
20693,Yefim,M,40000,9999-01-01
20708,Aemilian,F,63353,9999-01-01
20716,Nikolaos,F,40000,9999-01-01
20530,Nevio,M,61897,9999-01-01
20728,Billie,M,98529,9999-01-01
20534,Rosita,M,47183,9999-01-01
20545,Woody,M,73867,9999-01-01
20923,Menkae,M,80332,9999-01-01
20751,Nitsan,F,49983,9999-01-01
20755,Jungsoon,F,40000,9999-01-01
20757,Ingemar,M,40000,9999-01-01
20929,Along,M,40000,9999-01-01
20765,Steve,F,45556,9999-01-01
20766,Chenyi,M,40000,9999-01-01
20958,Ashish,F,55761,9999-01-01
20793,Pranav,M,40220,9999-01-01
20794,Shaz,M,70498,9999-01-01
20813,Srinidhi,F,107655,9999-01-01
20964,Clyde,F,85572,9999-01-01
20820,Otilia,M,70573,9999-01-01
20828,Brewster,F,76056,9999-01-01
20965,Tadanori,F,40000,9999-01-01
20836,Jingling,M,84293,9999-01-01
20968,Nimmagadda,F,40063,9999-01-01
20974,Hisao,M,80291,9999-01-01
20857,Jinxi,M,40000,9999-01-01
20860,Szabolcs,F,40000,9999-01-01
20979,Pradeep,M,86006,9999-01-01
20987,Domenick,F,72003,9999-01-01
20881,Duangkaew,M,41062,9999-01-01
21007,Christfried,F,63979,9999-01-01
20903,Yagil,F,51887,9999-01-01
21011,Demin,M,46023,9999-01-01
21019,Oksana,F,60171,9999-01-01
21037,Kensei,M,40000,9999-01-01
21109,Lech,F,56522,9999-01-01
21110,Shaowei,M,88140,9999-01-01
21127,Ziyad,M,65549,9999-01-01
21044,Mack,M,40433,9999-01-01
21133,Carrsten,M,80323,9999-01-01
21138,Niteen,F,60656,9999-01-01
21143,Mayumi,M,82365,9999-01-01
21054,Saeko,M,52658,9999-01-01
21078,Shaw,F,54258,9999-01-01
21157,Jouko,F,40000,9999-01-01
21161,Irena,M,40000,9999-01-01
21165,Mingdong,M,57958,9999-01-01
21171,Emdad,M,43859,9999-01-01
21092,Chikara,F,40000,9999-01-01
21192,Sajjad,M,40000,9999-01-01
21206,Krisda,M,65765,9999-01-01
21288,Nechama,M,40000,9999-01-01
21210,Yechiam,F,40000,9999-01-01
21214,Weiru,F,56646,9999-01-01
21229,Vasilis,F,40000,9999-01-01
21239,Krister,M,49269,9999-01-01
21251,Fatemeh,M,55174,9999-01-01
21255,Jaewon,M,40000,9999-01-01
21312,Mani,M,43128,9999-01-01
21275,Waiman,M,40000,9999-01-01
21321,Laurentiu,M,58022,9999-01-01
21336,Satosi,F,40000,9999-01-01
21479,Jeane,F,42045,9999-01-01
21347,Francesca,M,73742,9999-01-01
21361,Shooichi,M,84832,9999-01-01
21505,Etsuo,M,40000,9999-01-01
21507,Mansur,F,40000,9999-01-01
21512,Pohua,M,52336,9999-01-01
21518,Minghong,F,54437,9999-01-01
21363,Katsuyuki,M,52656,9999-01-01
21523,Eldridge,M,40000,9999-01-01
21527,DeForest,F,40000,9999-01-01
21542,Miomir,F,56185,9999-01-01
21547,Fatemeh,F,40000,9999-01-01
21548,Maren,M,49951,9999-01-01
21555,Uinam,F,40000,9999-01-01
21566,Angel,F,61752,9999-01-01
21580,Debatosh,F,53897,9999-01-01
21583,Elliott,M,44042,9999-01-01
21585,Shalesh,F,61381,9999-01-01
21588,Licheng,M,55000,9999-01-01
21609,Sibyl,M,80510,9999-01-01
21612,Martial,M,82560,9999-01-01
21615,Shirish,M,79062,9999-01-01
21636,Munir,M,48121,9999-01-01
21639,Caolyn,M,44814,9999-01-01
21642,Shaz,M,49874,9999-01-01
21643,Yuuichi,M,40210,9999-01-01
21646,Gila,M,41370,9999-01-01
21648,Mayuko,F,42629,9999-01-01
21660,Kwan,M,40000,9999-01-01
21663,Eberhardt,F,40000,9999-01-01
21666,Remzi,M,68269,9999-01-01
21674,Kannan,F,44125,9999-01-01
21675,Vishu,M,40000,9999-01-01
21677,Zhensheng,M,40000,9999-01-01
21683,Jiang,M,51350,9999-01-01
21686,Kinh,M,55890,9999-01-01
21692,Reinhard,F,57798,9999-01-01
21693,Palash,M,87515,9999-01-01
21697,Billur,F,78956,9999-01-01
21704,Xiaobin,M,40000,9999-01-01
21705,Aleksandar,M,51814,9999-01-01
21708,Angel,F,40000,9999-01-01
21713,Guther,M,40208,9999-01-01
21741,Muneo,M,40000,9999-01-01
21751,Uinam,M,40000,9999-01-01
21754,Kenroku,F,42362,9999-01-01
21758,Susumu,F,81328,9999-01-01
21767,Supot,M,40000,9999-01-01
21783,Domenick,F,64772,9999-01-01
21808,Arra,M,40610,9999-01-01
21820,Sanjay,M,81547,9999-01-01
21832,Suzette,M,64710,9999-01-01
21835,Mang,M,48163,9999-01-01
21844,Feipei,F,50924,9999-01-01
21848,Atreyi,M,42767,9999-01-01
21851,Falguni,F,68104,9999-01-01
21859,Padma,F,71833,9999-01-01
21877,Brigham,M,75382,9999-01-01
21894,Marke,M,54884,9999-01-01
21897,Sampalli,M,85262,9999-01-01
21908,Fen,M,52324,9999-01-01
21920,Naftali,M,56825,9999-01-01
21926,Boguslaw,F,73514,9999-01-01
21373,Gonzalo,F,56985,9999-01-01
21391,Zijian,M,58700,9999-01-01
21980,Gen,M,53209,9999-01-01
21984,Martine,M,40000,9999-01-01
21987,Dipankar,M,56799,9999-01-01
21994,Lech,M,53931,9999-01-01
21396,Shaw,M,59553,9999-01-01
22008,Karlis,M,52459,9999-01-01
22012,DeForest,F,42886,9999-01-01
21402,Guadalupe,M,40000,9999-01-01
22023,Mart,M,46984,9999-01-01
22024,Weidon,F,41467,9999-01-01
21409,Hongzhu,M,63099,9999-01-01
21413,Laurentiu,M,102879,9999-01-01
21421,Avishai,F,58531,9999-01-01
22030,Lokesh,M,57100,9999-01-01
21432,Kerhong,F,45799,9999-01-01
22054,Ottavia,F,40000,9999-01-01
21444,Caolyn,F,40000,9999-01-01
22066,Nakhoon,M,40000,9999-01-01
22072,Kasturi,M,51418,9999-01-01
21454,Zsolt,M,40000,9999-01-01
22081,Constantine,F,41698,9999-01-01
22095,Breannda,F,50512,9999-01-01
22100,Vishwani,M,85569,9999-01-01
21470,Kousuke,M,45639,9999-01-01
22111,Rasiah,M,66782,9999-01-01
22121,Saeed,M,40000,9999-01-01
22216,Thodoros,M,64616,9999-01-01
22133,Annemarie,M,40000,9999-01-01
22135,Guiseppe,M,48289,9999-01-01
22136,Naftali,M,69488,9999-01-01
22140,Susanne,M,62443,9999-01-01
22146,Volkmar,F,40000,9999-01-01
22150,Kristina,F,67163,9999-01-01
22224,Brendon,M,61487,9999-01-01
22165,Alenka,F,63349,9999-01-01
22226,Bangqing,F,43408,9999-01-01
22179,Rosine,M,71161,9999-01-01
22180,Iara,F,43450,9999-01-01
22234,Arno,M,56671,9999-01-01
22190,Berry,F,58561,9999-01-01
22255,Kristian,M,43442,9999-01-01
22210,Christoph,F,63788,9999-01-01
22263,Xiahua,F,58364,9999-01-01
22265,Yonghong,F,40000,9999-01-01
22405,Gritta,F,56020,9999-01-01
22269,Berto,F,40000,9999-01-01
22416,Feiyu,F,40000,9999-01-01
22271,Sampalli,M,40000,9999-01-01
22424,Krister,M,47921,9999-01-01
22282,Shaz,F,60024,9999-01-01
22429,Franziska,F,41561,9999-01-01
22437,Xiaoqiu,M,41444,9999-01-01
22440,Odinaldo,M,40000,9999-01-01
22443,Mari,M,51204,9999-01-01
22292,Ekawit,M,40000,9999-01-01
22303,Garnik,M,51855,9999-01-01
22480,Boaz,M,78893,9999-01-01
22482,Perla,F,40000,9999-01-01
22309,Lena,F,62189,9999-01-01
22496,Yongqiao,M,44922,9999-01-01
22325,Susanta,F,44813,9999-01-01
22509,Zejun,M,61470,9999-01-01
22511,Sadun,F,40000,9999-01-01
22520,Mokhtar,F,45814,9999-01-01
22326,Mani,M,74850,9999-01-01
22332,Rosine,F,40000,9999-01-01
22536,Sukumar,M,40000,9999-01-01
22337,Leszek,M,40000,9999-01-01
